split,sample_id,subset,y,votes_entailment,votes_neutral,votes_contradiction,n_raters,top_votes,second_votes,top_margin,majority_label_index
train,mnli::56258c,mnli,2,3,20,77,100,77,20,57,2
train,mnli::56320c,mnli,2,16,42,42,100,42,42,0,2
train,mnli::56634c,mnli,2,2,26,72,100,72,26,46,2
train,mnli::56649n,mnli,0,91,5,4,100,91,5,86,0
train,mnli::56759n,mnli,0,55,43,2,100,55,43,12,0
train,mnli::56895c,mnli,0,52,20,28,100,52,28,24,0
train,mnli::56909n,mnli,0,52,47,1,100,52,47,5,0
train,mnli::5698c,mnli,1,1,60,39,100,60,39,21,1
train,mnli::57003n,mnli,1,14,68,18,100,68,18,50,1
train,mnli::57151c,mnli,2,14,37,49,100,49,37,12,2
train,mnli::57151n,mnli,1,36,50,14,100,50,36,14,1
train,mnli::57163c,mnli,2,28,8,64,100,64,28,36,2
train,mnli::57163n,mnli,0,67,33,0,100,67,33,34,0
train,mnli::57244n,mnli,1,23,73,4,100,73,23,50,1
train,mnli::57369n,mnli,1,25,68,7,100,68,25,43,1
train,mnli::57454c,mnli,1,0,63,37,100,63,37,26,1
train,mnli::57454e,mnli,1,40,45,15,100,45,40,5,1
train,mnli::575e,mnli,0,72,27,1,100,72,27,45,0
train,mnli::57816e,mnli,2,32,10,58,100,58,32,26,2
train,mnli::57816n,mnli,1,7,48,45,100,48,45,3,1
train,mnli::5783c,mnli,2,3,17,80,100,80,17,63,2
train,mnli::58016c,mnli,2,4,37,59,100,59,37,22,2
train,mnli::58053e,mnli,0,71,28,1,100,71,28,43,0
train,mnli::58331c,mnli,1,2,74,24,100,74,24,50,1
train,mnli::58353c,mnli,2,4,45,51,100,51,45,6,2
train,mnli::58357c,mnli,1,4,76,20,100,76,20,56,1
train,mnli::58377n,mnli,0,70,29,1,100,70,29,41,0
train,mnli::58557c,mnli,1,13,63,24,100,63,24,39,1
train,mnli::58557e,mnli,0,77,16,7,100,77,16,61,0
train,mnli::58954c,mnli,2,3,43,54,100,54,43,11,2
train,mnli::59069c,mnli,1,22,46,32,100,46,32,14,1
train,mnli::59208n,mnli,1,13,48,39,100,48,39,9,1
train,mnli::59234e,mnli,0,76,22,2,100,76,22,54,0
train,mnli::5941e,mnli,0,81,17,2,100,81,17,64,0
train,mnli::59517n,mnli,1,17,74,9,100,74,17,57,1
train,mnli::59688n,mnli,0,85,6,9,100,85,9,76,0
train,mnli::59757c,mnli,2,38,4,58,100,58,38,20,2
train,mnli::59934c,mnli,0,64,22,14,100,64,22,42,0
train,mnli::59934n,mnli,1,30,54,16,100,54,30,24,1
train,mnli::60212c,mnli,2,2,48,50,100,50,48,2,2
train,mnli::60436n,mnli,0,50,48,2,100,50,48,2,0
train,mnli::60543n,mnli,0,82,17,1,100,82,17,65,0
train,mnli::6059c,mnli,2,0,39,61,100,61,39,22,2
train,mnli::60732n,mnli,0,70,28,2,100,70,28,42,0
train,mnli::6105e,mnli,0,74,22,4,100,74,22,52,0
train,mnli::6105n,mnli,1,29,69,2,100,69,29,40,1
train,mnli::61198c,mnli,1,31,35,34,100,35,34,1,1
train,mnli::61198n,mnli,0,59,40,1,100,59,40,19,0
train,mnli::61216c,mnli,2,17,20,63,100,63,20,43,2
train,mnli::61285n,mnli,1,34,63,3,100,63,34,29,1
train,mnli::61369n,mnli,1,23,76,1,100,76,23,53,1
train,mnli::61379c,mnli,1,37,53,10,100,53,37,16,1
train,mnli::61429c,mnli,2,2,41,57,100,57,41,16,2
train,mnli::61466n,mnli,0,70,29,1,100,70,29,41,0
train,mnli::61494e,mnli,0,61,34,5,100,61,34,27,0
train,mnli::61524e,mnli,0,78,20,2,100,78,20,58,0
train,mnli::61524n,mnli,0,71,21,8,100,71,21,50,0
train,mnli::61726n,mnli,0,88,10,2,100,88,10,78,0
train,mnli::61735n,mnli,0,67,31,2,100,67,31,36,0
train,mnli::61767n,mnli,1,21,63,16,100,63,21,42,1
train,mnli::61818n,mnli,0,63,32,5,100,63,32,31,0
train,mnli::62177e,mnli,0,83,10,7,100,83,10,73,0
train,mnli::62177n,mnli,1,28,39,33,100,39,33,6,1
train,mnli::62238c,mnli,1,9,59,32,100,59,32,27,1
train,mnli::62238e,mnli,0,61,38,1,100,61,38,23,0
train,mnli::62273n,mnli,0,46,46,8,100,46,46,0,0
train,mnli::62287n,mnli,1,28,55,17,100,55,28,27,1
train,mnli::62332n,mnli,1,3,57,40,100,57,40,17,1
train,mnli::62414n,mnli,1,5,86,9,100,86,9,77,1
train,mnli::62452e,mnli,0,80,10,10,100,80,10,70,0
train,mnli::62485n,mnli,1,35,64,1,100,64,35,29,1
train,mnli::62982n,mnli,1,47,52,1,100,52,47,5,1
train,mnli::63013n,mnli,0,47,45,8,100,47,45,2,0
train,mnli::63028e,mnli,0,79,21,0,100,79,21,58,0
train,mnli::63100e,mnli,0,44,28,28,100,44,28,16,0
train,mnli::63100n,mnli,2,26,35,39,100,39,35,4,2
train,mnli::63218n,mnli,1,23,74,3,100,74,23,51,1
train,mnli::63453e,mnli,0,86,14,0,100,86,14,72,0
train,mnli::63462e,mnli,1,47,53,0,100,53,47,6,1
train,mnli::63469c,mnli,1,2,67,31,100,67,31,36,1
train,mnli::63469n,mnli,0,75,22,3,100,75,22,53,0
train,mnli::63559n,mnli,1,46,46,8,100,46,46,0,1
train,mnli::63579e,mnli,0,75,19,6,100,75,19,56,0
train,mnli::63602n,mnli,1,31,49,20,100,49,31,18,1
train,mnli::63729n,mnli,2,0,42,58,100,58,42,16,2
train,mnli::6386n,mnli,0,58,41,1,100,58,41,17,0
train,mnli::64123c,mnli,2,2,24,74,100,74,24,50,2
train,mnli::64231n,mnli,1,1,62,37,100,62,37,25,1
train,mnli::64831n,mnli,0,51,37,12,100,51,37,14,0
train,mnli::65058n,mnli,0,50,48,2,100,50,48,2,0
train,mnli::65130n,mnli,1,47,48,5,100,48,47,1,1
train,mnli::65162n,mnli,1,8,81,11,100,81,11,70,1
train,mnli::65199n,mnli,1,43,52,5,100,52,43,9,1
train,mnli::65317n,mnli,0,68,31,1,100,68,31,37,0
train,mnli::65353n,mnli,0,97,3,0,100,97,3,94,0
train,mnli::65429c,mnli,2,0,16,84,100,84,16,68,2
train,mnli::65650e,mnli,0,54,45,1,100,54,45,9,0
train,mnli::65879c,mnli,2,3,8,89,100,89,8,81,2
train,mnli::66185c,mnli,0,75,16,9,100,75,16,59,0
train,mnli::66225n,mnli,1,29,40,31,100,40,31,9,1
train,mnli::66260c,mnli,2,35,18,47,100,47,35,12,2
train,mnli::66937n,mnli,0,64,33,3,100,64,33,31,0
train,mnli::66973n,mnli,0,51,46,3,100,51,46,5,0
train,mnli::67063n,mnli,0,58,26,16,100,58,26,32,0
train,mnli::67106n,mnli,0,81,18,1,100,81,18,63,0
train,mnli::67174c,mnli,2,2,41,57,100,57,41,16,2
train,mnli::67412n,mnli,0,58,41,1,100,58,41,17,0
train,mnli::67571c,mnli,2,1,44,55,100,55,44,11,2
train,mnli::67610e,mnli,0,90,9,1,100,90,9,81,0
train,mnli::67632c,mnli,1,11,53,36,100,53,36,17,1
train,mnli::67836n,mnli,1,1,65,34,100,65,34,31,1
train,mnli::6792e,mnli,0,87,12,1,100,87,12,75,0
train,mnli::67938e,mnli,0,69,24,7,100,69,24,45,0
train,mnli::6804c,mnli,1,17,56,27,100,56,27,29,1
train,mnli::6804e,mnli,0,63,37,0,100,63,37,26,0
train,mnli::68078c,mnli,2,14,26,60,100,60,26,34,2
train,mnli::68558e,mnli,0,90,10,0,100,90,10,80,0
train,mnli::68583n,mnli,0,87,13,0,100,87,13,74,0
train,mnli::68946c,mnli,1,1,79,20,100,79,20,59,1
train,mnli::69348e,mnli,0,65,25,10,100,65,25,40,0
train,mnli::69761e,mnli,0,81,17,2,100,81,17,64,0
train,mnli::69806c,mnli,1,8,49,43,100,49,43,6,1
train,mnli::69815n,mnli,1,1,65,34,100,65,34,31,1
train,mnli::69906c,mnli,2,13,42,45,100,45,42,3,2
train,mnli::69907e,mnli,2,27,24,49,100,49,27,22,2
train,mnli::69975n,mnli,1,8,59,33,100,59,33,26,1
train,mnli::70590c,mnli,2,1,49,50,100,50,49,1,2
train,mnli::70711e,mnli,0,69,25,6,100,69,25,44,0
train,mnli::70711n,mnli,1,18,49,33,100,49,33,16,1
train,mnli::70717c,mnli,1,4,61,35,100,61,35,26,1
train,mnli::70738c,mnli,2,19,5,76,100,76,19,57,2
train,mnli::7091e,mnli,1,48,51,1,100,51,48,3,1
train,mnli::7096n,mnli,1,2,73,25,100,73,25,48,1
train,mnli::71099n,mnli,0,69,29,2,100,69,29,40,0
train,mnli::71273c,mnli,2,5,9,86,100,86,9,77,2
train,mnli::71447e,mnli,0,76,22,2,100,76,22,54,0
train,mnli::71457n,mnli,1,3,55,42,100,55,42,13,1
train,mnli::71886e,mnli,1,35,58,7,100,58,35,23,1
train,mnli::71957n,mnli,1,40,52,8,100,52,40,12,1
train,mnli::71974c,mnli,2,1,37,62,100,62,37,25,2
train,mnli::71974n,mnli,1,30,63,7,100,63,30,33,1
train,mnli::72019n,mnli,1,28,66,6,100,66,28,38,1
train,mnli::72315c,mnli,2,25,8,67,100,67,25,42,2
train,mnli::72389c,mnli,2,0,30,70,100,70,30,40,2
train,mnli::7248c,mnli,1,4,53,43,100,53,43,10,1
train,mnli::72721e,mnli,1,41,54,5,100,54,41,13,1
train,mnli::72740c,mnli,2,0,44,56,100,56,44,12,2
train,mnli::72870c,mnli,2,3,33,64,100,64,33,31,2
train,mnli::72870n,mnli,1,2,91,7,100,91,7,84,1
train,mnli::72875e,mnli,0,88,11,1,100,88,11,77,0
train,mnli::73156e,mnli,0,63,29,8,100,63,29,34,0
train,mnli::73156n,mnli,1,7,58,35,100,58,35,23,1
train,mnli::73191n,mnli,0,61,34,5,100,61,34,27,0
train,mnli::73235n,mnli,1,9,86,5,100,86,9,77,1
train,mnli::73278c,mnli,2,2,43,55,100,55,43,12,2
train,mnli::73278n,mnli,0,47,37,16,100,47,37,10,0
train,mnli::73444n,mnli,0,56,41,3,100,56,41,15,0
train,mnli::73751n,mnli,0,90,9,1,100,90,9,81,0
train,mnli::73817e,mnli,0,76,23,1,100,76,23,53,0
train,mnli::73840c,mnli,2,1,17,82,100,82,17,65,2
train,mnli::74254e,mnli,0,54,38,8,100,54,38,16,0
train,mnli::74377e,mnli,0,69,29,2,100,69,29,40,0
train,mnli::7449e,mnli,0,68,28,4,100,68,28,40,0
train,mnli::74509n,mnli,0,87,4,9,100,87,9,78,0
train,mnli::74534n,mnli,1,1,54,45,100,54,45,9,1
train,mnli::74561c,mnli,1,2,68,30,100,68,30,38,1
train,mnli::74629n,mnli,0,55,45,0,100,55,45,10,0
train,mnli::74858c,mnli,1,28,49,23,100,49,28,21,1
train,mnli::75084n,mnli,0,52,47,1,100,52,47,5,0
train,mnli::75259c,mnli,1,36,47,17,100,47,36,11,1
train,mnli::75276n,mnli,0,52,41,7,100,52,41,11,0
train,mnli::7531e,mnli,0,84,16,0,100,84,16,68,0
train,mnli::75572n,mnli,0,49,43,8,100,49,43,6,0
train,mnli::75838n,mnli,0,54,42,4,100,54,42,12,0
train,mnli::76016c,mnli,2,1,39,60,100,60,39,21,2
train,mnli::76020e,mnli,0,86,2,12,100,86,12,74,0
train,mnli::76166e,mnli,0,73,18,9,100,73,18,55,0
train,mnli::76483n,mnli,0,64,34,2,100,64,34,30,0
train,mnli::76755n,mnli,1,16,77,7,100,77,16,61,1
train,mnli::76957c,mnli,1,2,65,33,100,65,33,32,1
train,mnli::77025c,mnli,2,11,44,45,100,45,44,1,2
train,mnli::77116e,mnli,1,43,57,0,100,57,43,14,1
train,mnli::77152e,mnli,0,47,40,13,100,47,40,7,0
train,mnli::77175c,mnli,1,35,52,13,100,52,35,17,1
train,mnli::77175e,mnli,0,62,32,6,100,62,32,30,0
train,mnli::77175n,mnli,1,33,62,5,100,62,33,29,1
train,mnli::77299n,mnli,0,46,45,9,100,46,45,1,0
train,mnli::77502e,mnli,0,81,11,8,100,81,11,70,0
train,mnli::77590c,mnli,1,19,70,11,100,70,19,51,1
train,mnli::77654e,mnli,0,87,11,2,100,87,11,76,0
train,mnli::77690n,mnli,0,51,43,6,100,51,43,8,0
train,mnli::77875c,mnli,1,25,39,36,100,39,36,3,1
train,mnli::77875e,mnli,0,81,15,4,100,81,15,66,0
train,mnli::7788n,mnli,1,0,61,39,100,61,39,22,1
train,mnli::78013n,mnli,0,78,18,4,100,78,18,60,0
train,mnli::78322e,mnli,0,80,10,10,100,80,10,70,0
train,mnli::78358n,mnli,1,34,61,5,100,61,34,27,1
train,mnli::7856c,mnli,1,8,64,28,100,64,28,36,1
train,mnli::7865n,mnli,1,19,67,14,100,67,19,48,1
train,mnli::78660e,mnli,2,37,24,39,100,39,37,2,2
train,mnli::78660n,mnli,1,8,61,31,100,61,31,30,1
train,mnli::79013n,mnli,1,24,59,17,100,59,24,35,1
train,mnli::79106e,mnli,1,33,51,16,100,51,33,18,1
train,mnli::79130e,mnli,0,64,24,12,100,64,24,40,0
train,mnli::79141e,mnli,0,50,48,2,100,50,48,2,0
train,mnli::79141n,mnli,0,76,24,0,100,76,24,52,0
train,mnli::79245n,mnli,1,31,64,5,100,64,31,33,1
train,mnli::79265n,mnli,1,23,63,14,100,63,23,40,1
train,mnli::79356n,mnli,0,59,35,6,100,59,35,24,0
train,mnli::79507e,mnli,0,75,25,0,100,75,25,50,0
train,mnli::8005c,mnli,2,6,29,65,100,65,29,36,2
train,mnli::80109e,mnli,0,53,31,16,100,53,31,22,0
train,mnli::80109n,mnli,0,51,25,24,100,51,25,26,0
train,mnli::80220c,mnli,2,0,43,57,100,57,43,14,2
train,mnli::80220n,mnli,1,17,78,5,100,78,17,61,1
train,mnli::80458n,mnli,0,69,26,5,100,69,26,43,0
train,mnli::80517e,mnli,0,65,32,3,100,65,32,33,0
train,mnli::80600e,mnli,0,75,23,2,100,75,23,52,0
train,mnli::80630e,mnli,0,89,8,3,100,89,8,81,0
train,mnli::80643n,mnli,0,44,31,25,100,44,31,13,0
train,mnli::80766n,mnli,1,14,75,11,100,75,14,61,1
train,mnli::80808e,mnli,0,86,12,2,100,86,12,74,0
train,mnli::80808n,mnli,0,68,32,0,100,68,32,36,0
train,mnli::80930n,mnli,1,45,51,4,100,51,45,6,1
train,mnli::80957c,mnli,1,3,50,47,100,50,47,3,1
train,mnli::81009n,mnli,0,74,24,2,100,74,24,50,0
train,mnli::81038c,mnli,1,0,51,49,100,51,49,2,1
train,mnli::81250n,mnli,1,24,61,15,100,61,24,37,1
train,mnli::81356e,mnli,0,66,9,25,100,66,25,41,0
train,mnli::81469n,mnli,0,80,19,1,100,80,19,61,0
train,mnli::81579e,mnli,0,78,18,4,100,78,18,60,0
train,mnli::81812e,mnli,0,61,34,5,100,61,34,27,0
train,mnli::81842c,mnli,1,6,71,23,100,71,23,48,1
train,mnli::81938e,mnli,0,84,16,0,100,84,16,68,0
train,mnli::82049n,mnli,1,43,55,2,100,55,43,12,1
train,mnli::82069e,mnli,0,51,33,16,100,51,33,18,0
train,mnli::82156e,mnli,0,54,41,5,100,54,41,13,0
train,mnli::82174e,mnli,0,52,46,2,100,52,46,6,0
train,mnli::82182e,mnli,1,18,70,12,100,70,18,52,1
train,mnli::8219c,mnli,1,8,62,30,100,62,30,32,1
train,mnli::8219n,mnli,0,49,48,3,100,49,48,1,0
train,mnli::82230e,mnli,0,64,34,2,100,64,34,30,0
train,mnli::82349n,mnli,1,9,77,14,100,77,14,63,1
train,mnli::82415n,mnli,0,40,22,38,100,40,38,2,0
train,mnli::82436n,mnli,0,56,42,2,100,56,42,14,0
train,mnli::82491e,mnli,0,87,11,2,100,87,11,76,0
train,mnli::82510c,mnli,2,23,30,47,100,47,30,17,2
train,mnli::82510e,mnli,0,53,39,8,100,53,39,14,0
train,mnli::82528c,mnli,2,35,23,42,100,42,35,7,2
train,mnli::82530n,mnli,0,73,26,1,100,73,26,47,0
train,mnli::8257n,mnli,0,74,24,2,100,74,24,50,0
train,mnli::82629e,mnli,0,47,39,14,100,47,39,8,0
train,mnli::8269e,mnli,0,43,35,22,100,43,35,8,0
train,mnli::82732n,mnli,0,87,12,1,100,87,12,75,0
train,mnli::82915e,mnli,0,91,7,2,100,91,7,84,0
train,mnli::82915n,mnli,0,66,33,1,100,66,33,33,0
train,mnli::82988c,mnli,2,2,40,58,100,58,40,18,2
train,mnli::83207e,mnli,1,31,49,20,100,49,31,18,1
train,mnli::83248c,mnli,2,11,29,60,100,60,29,31,2
train,mnli::83298n,mnli,1,25,73,2,100,73,25,48,1
train,mnli::83657c,mnli,1,5,54,41,100,54,41,13,1
train,mnli::83722c,mnli,2,2,15,83,100,83,15,68,2
train,mnli::83722e,mnli,0,76,19,5,100,76,19,57,0
train,mnli::83774c,mnli,2,3,12,85,100,85,12,73,2
train,mnli::837n,mnli,0,61,37,2,100,61,37,24,0
train,mnli::83900e,mnli,0,59,33,8,100,59,33,26,0
train,mnli::84079n,mnli,0,82,15,3,100,82,15,67,0
train,mnli::84804n,mnli,0,88,11,1,100,88,11,77,0
train,mnli::84870n,mnli,0,81,18,1,100,81,18,63,0
train,mnli::8487n,mnli,0,64,28,8,100,64,28,36,0
train,mnli::84901n,mnli,1,21,71,8,100,71,21,50,1
train,mnli::84918n,mnli,2,11,28,61,100,61,28,33,2
train,mnli::85064c,mnli,2,32,8,60,100,60,32,28,2
train,mnli::8524n,mnli,0,78,21,1,100,78,21,57,0
train,mnli::85279n,mnli,1,20,78,2,100,78,20,58,1
train,mnli::85309c,mnli,2,2,15,83,100,83,15,68,2
train,mnli::85309e,mnli,0,77,23,0,100,77,23,54,0
train,mnli::85428e,mnli,0,78,18,4,100,78,18,60,0
train,mnli::85517n,mnli,1,15,77,8,100,77,15,62,1
train,mnli::85860e,mnli,0,75,6,19,100,75,19,56,0
train,mnli::85863n,mnli,2,4,41,55,100,55,41,14,2
train,mnli::8598c,mnli,2,5,12,83,100,83,12,71,2
train,mnli::8598n,mnli,1,31,66,3,100,66,31,35,1
train,mnli::86008n,mnli,1,18,53,29,100,53,29,24,1
train,mnli::86136e,mnli,2,21,30,49,100,49,30,19,2
train,mnli::86184c,mnli,1,3,62,35,100,62,35,27,1
train,mnli::86201e,mnli,0,82,15,3,100,82,15,67,0
train,mnli::86331e,mnli,0,90,10,0,100,90,10,80,0
train,mnli::86429n,mnli,1,3,77,20,100,77,20,57,1
train,mnli::86472e,mnli,0,50,45,5,100,50,45,5,0
train,mnli::86564n,mnli,0,80,16,4,100,80,16,64,0
train,mnli::86630n,mnli,0,54,45,1,100,54,45,9,0
train,mnli::86676n,mnli,0,66,34,0,100,66,34,32,0
train,mnli::86810e,mnli,0,57,34,9,100,57,34,23,0
train,mnli::8713n,mnli,1,11,88,1,100,88,11,77,1
train,mnli::87332c,mnli,2,3,44,53,100,53,44,9,2
train,mnli::87332n,mnli,0,72,23,5,100,72,23,49,0
train,mnli::88188e,mnli,1,16,75,9,100,75,16,59,1
train,mnli::88349n,mnli,0,62,30,8,100,62,30,32,0
train,mnli::88605e,mnli,0,82,17,1,100,82,17,65,0
train,mnli::88879n,mnli,1,2,69,29,100,69,29,40,1
train,mnli::88994n,mnli,0,51,49,0,100,51,49,2,0
train,mnli::89040e,mnli,0,96,3,1,100,96,3,93,0
train,mnli::89068n,mnli,0,68,30,2,100,68,30,38,0
train,mnli::89305n,mnli,0,51,46,3,100,51,46,5,0
train,mnli::89331c,mnli,2,2,39,59,100,59,39,20,2
train,mnli::89331e,mnli,0,93,6,1,100,93,6,87,0
train,mnli::89995c,mnli,0,65,19,16,100,65,19,46,0
train,mnli::89995e,mnli,0,47,14,39,100,47,39,8,0
train,mnli::9022c,mnli,2,0,20,80,100,80,20,60,2
train,mnli::90444e,mnli,0,60,35,5,100,60,35,25,0
train,mnli::90461n,mnli,1,17,81,2,100,81,17,64,1
train,mnli::9047c,mnli,1,6,62,32,100,62,32,30,1
train,mnli::90548e,mnli,0,72,27,1,100,72,27,45,0
train,mnli::90760n,mnli,1,4,82,14,100,82,14,68,1
train,mnli::90839n,mnli,1,12,70,18,100,70,18,52,1
train,mnli::91106n,mnli,0,61,36,3,100,61,36,25,0
train,mnli::91191n,mnli,1,4,59,37,100,59,37,22,1
train,mnli::91383n,mnli,1,20,67,13,100,67,20,47,1
train,mnli::91541n,mnli,0,74,26,0,100,74,26,48,0
train,mnli::91650n,mnli,0,93,5,2,100,93,5,88,0
train,mnli::91709c,mnli,1,19,49,32,100,49,32,17,1
train,mnli::917c,mnli,1,11,46,43,100,46,43,3,1
train,mnli::91913n,mnli,0,60,36,4,100,60,36,24,0
train,mnli::91993e,mnli,0,73,15,12,100,73,15,58,0
train,mnli::91993n,mnli,0,62,31,7,100,62,31,31,0
train,mnli::92211n,mnli,0,57,42,1,100,57,42,15,0
train,mnli::92422e,mnli,1,38,58,4,100,58,38,20,1
train,mnli::92730e,mnli,0,65,34,1,100,65,34,31,0
train,mnli::92774n,mnli,2,1,46,53,100,53,46,7,2
train,mnli::93150n,mnli,0,73,26,1,100,73,26,47,0
train,mnli::93236e,mnli,0,47,11,42,100,47,42,5,0
train,mnli::93354e,mnli,0,54,20,26,100,54,26,28,0
train,mnli::93357c,mnli,2,0,47,53,100,53,47,6,2
train,mnli::93357n,mnli,0,71,27,2,100,71,27,44,0
train,mnli::93587c,mnli,1,13,47,40,100,47,40,7,1
train,mnli::93623e,mnli,0,60,25,15,100,60,25,35,0
train,mnli::93839c,mnli,1,21,40,39,100,40,39,1,1
train,mnli::9393n,mnli,1,7,70,23,100,70,23,47,1
train,mnli::93955n,mnli,0,73,26,1,100,73,26,47,0
train,mnli::94000c,mnli,1,1,82,17,100,82,17,65,1
train,mnli::9412e,mnli,0,80,12,8,100,80,12,68,0
train,mnli::94241e,mnli,0,62,35,3,100,62,35,27,0
train,mnli::94454c,mnli,2,1,48,51,100,51,48,3,2
train,mnli::94674c,mnli,1,2,63,35,100,63,35,28,1
train,mnli::95155e,mnli,0,67,31,2,100,67,31,36,0
train,mnli::95186n,mnli,0,58,41,1,100,58,41,17,0
train,mnli::95334n,mnli,1,1,74,25,100,74,25,49,1
train,mnli::95338n,mnli,2,0,39,61,100,61,39,22,2
train,mnli::9557e,mnli,0,46,38,16,100,46,38,8,0
train,mnli::9557n,mnli,2,24,37,39,100,39,37,2,2
train,mnli::95632n,mnli,0,57,43,0,100,57,43,14,0
train,mnli::95663n,mnli,0,55,44,1,100,55,44,11,0
train,mnli::95883n,mnli,0,48,43,9,100,48,43,5,0
train,mnli::95953n,mnli,0,47,46,7,100,47,46,1,0
train,mnli::96121e,mnli,0,84,15,1,100,84,15,69,0
train,mnli::96338n,mnli,0,73,27,0,100,73,27,46,0
train,mnli::96448n,mnli,0,58,41,1,100,58,41,17,0
train,mnli::9646n,mnli,0,75,25,0,100,75,25,50,0
train,mnli::96516e,mnli,0,73,22,5,100,73,22,51,0
train,mnli::96539c,mnli,1,18,53,29,100,53,29,24,1
train,mnli::96583n,mnli,1,0,78,22,100,78,22,56,1
train,mnli::96779c,mnli,1,2,50,48,100,50,48,2,1
train,mnli::96923n,mnli,1,25,49,26,100,49,26,23,1
train,mnli::96946n,mnli,0,74,21,5,100,74,21,53,0
train,mnli::97011n,mnli,0,43,40,17,100,43,40,3,0
train,mnli::97141c,mnli,1,4,49,47,100,49,47,2,1
train,mnli::97337e,mnli,0,60,16,24,100,60,24,36,0
train,mnli::97367n,mnli,0,48,48,4,100,48,48,0,0
train,mnli::97394e,mnli,0,78,18,4,100,78,18,60,0
train,mnli::97394n,mnli,0,63,32,5,100,63,32,31,0
train,mnli::97444n,mnli,0,57,38,5,100,57,38,19,0
train,mnli::97520e,mnli,0,69,29,2,100,69,29,40,0
train,mnli::97569e,mnli,0,72,28,0,100,72,28,44,0
train,mnli::97624n,mnli,0,67,32,1,100,67,32,35,0
train,mnli::97926n,mnli,0,67,30,3,100,67,30,37,0
train,mnli::97974c,mnli,2,6,16,78,100,78,16,62,2
train,mnli::98065e,mnli,0,48,36,16,100,48,36,12,0
train,mnli::98066n,mnli,0,58,38,4,100,58,38,20,0
train,mnli::98197c,mnli,2,39,12,49,100,49,39,10,2
train,mnli::98345e,mnli,0,77,22,1,100,77,22,55,0
train,mnli::98410n,mnli,0,92,5,3,100,92,5,87,0
train,mnli::98445c,mnli,1,4,79,17,100,79,17,62,1
train,mnli::98487c,mnli,1,0,80,20,100,80,20,60,1
train,mnli::98561e,mnli,0,84,16,0,100,84,16,68,0
train,mnli::98621n,mnli,1,7,54,39,100,54,39,15,1
train,mnli::98710n,mnli,1,46,51,3,100,51,46,5,1
train,mnli::98721e,mnli,1,32,60,8,100,60,32,28,1
train,mnli::98844n,mnli,2,20,38,42,100,42,38,4,2
train,mnli::98848n,mnli,1,43,52,5,100,52,43,9,1
train,mnli::98944c,mnli,1,12,55,33,100,55,33,22,1
train,mnli::99194c,mnli,1,0,84,16,100,84,16,68,1
train,mnli::99194e,mnli,1,45,48,7,100,48,45,3,1
train,mnli::99194n,mnli,1,9,58,33,100,58,33,25,1
train,mnli::99279c,mnli,2,5,29,66,100,66,29,37,2
train,mnli::99279n,mnli,1,24,71,5,100,71,24,47,1
train,mnli::99547n,mnli,1,7,93,0,100,93,7,86,1
train,mnli::99708e,mnli,0,85,14,1,100,85,14,71,0
train,mnli::99791c,mnli,2,15,39,46,100,46,39,7,2
train,mnli::99791n,mnli,0,56,31,13,100,56,31,25,0
train,snli::1082478946.jpg#3r1n,snli,0,64,36,0,100,64,36,28,0
train,snli::1100214449.jpg#1r1n,snli,1,9,89,2,100,89,9,80,1
train,snli::1130017585.jpg#2r1n,snli,1,30,69,1,100,69,30,39,1
train,snli::114368470.jpg#1r1e,snli,0,70,28,2,100,70,28,42,0
train,snli::1255599434.jpg#0r1n,snli,1,17,82,1,100,82,17,65,1
train,snli::1257692349.jpg#2r1c,snli,2,1,43,56,100,56,43,13,2
train,snli::1307094208.jpg#4r1n,snli,1,6,81,13,100,81,13,68,1
train,snli::1368082221.jpg#4r1c,snli,2,0,34,66,100,66,34,32,2
train,snli::137231942.jpg#1r1e,snli,0,82,17,1,100,82,17,65,0
train,snli::1386207171.jpg#0r1e,snli,1,38,62,0,100,62,38,24,1
train,snli::1403064674.jpg#3r1c,snli,1,4,95,1,100,95,4,91,1
train,snli::140526326.jpg#2r1n,snli,1,16,83,1,100,83,16,67,1
train,snli::1425529973.jpg#2r1c,snli,0,49,18,33,100,49,33,16,0
train,snli::1425919702.jpg#0r1c,snli,2,2,10,88,100,88,10,78,2
train,snli::1463638541.jpg#0r1n,snli,1,3,86,11,100,86,11,75,1
train,snli::147236031.jpg#1r1n,snli,1,4,91,5,100,91,5,86,1
train,snli::147966138.jpg#2r1c,snli,1,0,60,40,100,60,40,20,1
train,snli::14919212.jpg#3r1n,snli,0,92,8,0,100,92,8,84,0
train,snli::1496289999.jpg#4r1n,snli,1,49,51,0,100,51,49,2,1
train,snli::157557961.jpg#3r1e,snli,1,35,58,7,100,58,35,23,1
train,snli::1576185717.jpg#1r1n,snli,2,15,42,43,100,43,42,1,2
train,snli::15965185.jpg#1r1n,snli,1,0,87,13,100,87,13,74,1
train,snli::160792599.jpg#0r1c,snli,2,5,40,55,100,55,40,15,2
train,snli::164380865.jpg#3r1n,snli,0,66,33,1,100,66,33,33,0
train,snli::1737441377.jpg#1r1e,snli,0,90,10,0,100,90,10,80,0
train,snli::177302997.jpg#0r1e,snli,0,53,42,5,100,53,42,11,0
train,snli::177302997.jpg#0r1n,snli,2,0,26,74,100,74,26,48,2
train,snli::1796608106.jpg#4r1n,snli,2,0,21,79,100,79,21,58,2
