split,sample_id,subset,y,n_raters,support,top_votes,second_votes,top_margin,margin_rate,peak,entropy,Hnorm,unique_top,in_S_amb,in_S_easy
train,snli::2906329398.jpg#3r1e,snli,0,100,3,82,17,65,0.65,0.82,0.5100141347418471,0.4642348715761745,1,0,1
train,snli::2912739576.jpg#3r1n,snli,1,100,2,81,19,62,0.62,0.81,0.4862229646617922,0.4425792153219578,1,0,1
train,snli::2922302990.jpg#0r1c,snli,2,100,2,90,10,80,0.8,0.9,0.3250829733914482,0.29590327428938457,1,0,1
train,snli::2922302990.jpg#0r1n,snli,1,100,2,86,14,72,0.72,0.86,0.40496348506393853,0.3686136494567082,1,0,1
train,snli::2923386532.jpg#3r1c,snli,2,100,2,56,44,12,0.12,0.56,0.6859298002523728,0.6243602109020209,1,0,0
train,snli::2937497894.jpg#0r1e,snli,1,100,3,76,23,53,0.53,0.76,0.5926491777067754,0.5394525291768463,1,0,0
train,snli::2937697444.jpg#2r1c,snli,2,100,2,93,7,86,0.86,0.93,0.25363894692169137,0.23087211888844578,1,0,1
train,snli::2957702898.jpg#0r1e,snli,0,100,3,64,34,30,0.3,0.64,0.7306594906572075,0.6650749297033755,1,0,0
train,snli::2959699416.jpg#2r1n,snli,1,100,3,93,6,87,0.87,0.93,0.28234708920188,0.2570033961154579,1,0,1
train,snli::2965376213.jpg#3r1e,snli,1,100,2,94,6,88,0.88,0.94,0.22696752250060448,0.20659474215035953,1,0,1
train,snli::2970367040.jpg#0r1c,snli,2,100,2,96,4,92,0.92,0.96,0.167944147734173,0.15286935115005693,1,0,1
train,snli::2970827076.jpg#2r1e,snli,2,100,3,37,32,5,0.05,0.37,1.0955590360234204,0.9972208096740016,1,1,0
train,snli::2971285079.jpg#2r1e,snli,0,100,3,75,24,51,0.51,0.75,0.6043211815523516,0.5500768449304291,1,0,0
train,snli::2973355135.jpg#4r1e,snli,0,100,3,83,16,67,0.67,0.83,0.49391828595855014,0.44958379862776376,1,0,1
train,snli::297556640.jpg#0r1c,snli,1,100,3,55,43,12,0.12,0.55,0.7699579407508016,0.7008459205242019,1,0,0
train,snli::2976381679.jpg#1r1e,snli,0,100,3,87,11,76,0.76,0.87,0.4421986991395839,0.4025066019202083,1,0,1
train,snli::2976381679.jpg#1r1n,snli,1,100,3,89,9,80,0.8,0.89,0.39867066135502827,0.3628856744706107,1,0,1
train,snli::2984704498.jpg#0r1e,snli,1,100,3,75,24,51,0.51,0.75,0.6043211815523516,0.5500768449304291,1,0,0
train,snli::298611438.jpg#0r1c,snli,1,100,3,94,5,89,0.89,0.94,0.2540011950325827,0.23120185132875057,1,0,1
train,snli::299181827.jpg#2r1e,snli,0,100,2,96,4,92,0.92,0.96,0.167944147734173,0.15286935115005693,1,0,1
train,snli::299193125.jpg#4r1c,snli,2,100,2,89,11,78,0.78,0.89,0.34651533691866615,0.3154118522911846,1,0,1
train,snli::3002448718.jpg#0r1e,snli,0,100,3,59,38,21,0.21,0.59,0.784181984727647,0.7137932033131917,1,1,0
train,snli::300539993.jpg#3r1n,snli,2,100,2,63,37,26,0.26,0.63,0.6589556806830628,0.5998073091663122,1,0,0
train,snli::300777683.jpg#0r1c,snli,2,100,2,64,36,28,0.28,0.64,0.6534181947937018,0.5947668722929232,1,0,0
train,snli::3010404509.jpg#0r1c,snli,2,100,2,99,1,98,0.98,0.99,0.056001534354847345,0.050974793321072506,1,0,1
train,snli::3012301934.jpg#3r1n,snli,1,100,3,80,19,61,0.61,0.8,0.5401054722073624,0.49162518731895233,1,0,1
train,snli::3012517885.jpg#3r1e,snli,1,100,3,73,26,47,0.47,0.73,0.6260296940641805,0.5698367845704152,1,0,0
train,snli::3020423842.jpg#1r1c,snli,2,100,2,91,9,82,0.82,0.91,0.30253782309749805,0.27538179412163355,1,0,1
train,snli::3020785883.jpg#1r1n,snli,1,100,3,55,44,11,0.11,0.55,0.7360934951861975,0.67002117378333,1,0,0
train,snli::3021780428.jpg#0r1e,snli,0,100,3,92,6,86,0.86,0.92,0.3237561833380921,0.2946955779373215,1,0,1
train,snli::3026374370.jpg#1r1c,snli,1,100,2,59,41,18,0.18,0.59,0.6768585467349507,0.6161032001157866,1,0,0
train,snli::3026374370.jpg#1r1e,snli,1,100,3,50,49,1,0.01,0.5,0.7421667371998113,0.6755492768969195,1,0,0
train,snli::303103123.jpg#1r1e,snli,0,100,2,90,10,80,0.8,0.9,0.3250829733914482,0.29590327428938457,1,0,1
train,snli::3036894037.jpg#1r1c,snli,2,100,3,87,12,75,0.75,0.87,0.4216413247840435,0.3837944733853429,1,0,1
train,snli::3037060954.jpg#0r1e,snli,0,100,2,53,47,6,0.06,0.53,0.6913460990017393,0.629290338486824,1,0,0
train,snli::3037283097.jpg#1r1c,snli,2,100,3,69,30,39,0.39,0.69,0.6632774833173358,0.6037411834537667,1,0,0
train,snli::3037283097.jpg#1r1n,snli,1,100,3,89,9,80,0.8,0.89,0.39867066135502827,0.3628856744706107,1,0,1
train,snli::3039200576.jpg#3r1n,snli,1,100,3,86,8,78,0.78,0.86,0.5005706197220046,0.45563901376787413,1,0,1
train,snli::3041645937.jpg#1r1e,snli,0,100,3,93,6,87,0.87,0.93,0.28234708920188,0.2570033961154579,1,0,1
train,snli::3045600419.jpg#0r1e,snli,0,100,3,93,6,87,0.87,0.93,0.28234708920188,0.2570033961154579,1,0,1
train,snli::3052196390.jpg#1r1e,snli,0,100,2,94,6,88,0.88,0.94,0.22696752250060448,0.20659474215035953,1,0,1
train,snli::305615920.jpg#3r1e,snli,0,100,3,66,30,36,0.36,0.66,0.7641870673072082,0.695593045143944,1,0,0
train,snli::3060664765.jpg#0r1c,snli,2,100,3,62,34,28,0.28,0.62,0.791932514445844,0.7208480394898317,1,0,0
train,snli::3064443326.jpg#2r1n,snli,1,100,3,68,30,38,0.38,0.68,0.7016827883584933,0.6386991986127977,1,0,0
train,snli::306839655.jpg#2r1n,snli,1,100,2,55,45,10,0.1,0.55,0.6881388137135884,0.626370941606566,1,0,0
train,snli::306839655.jpg#2r2c,snli,1,100,3,69,29,40,0.4,0.69,0.6932579635087062,0.631030592557061,1,0,0
train,snli::3072172967.jpg#1r1n,snli,0,100,3,78,21,57,0.57,0.78,0.567587589248291,0.5166404882803554,1,0,0
train,snli::3072611047.jpg#1r1n,snli,1,100,3,90,9,81,0.81,0.9,0.35759127073059305,0.32549360171832303,1,0,1
train,snli::3078084729.jpg#1r1e,snli,1,100,3,54,30,24,0.24,0.54,0.9871453907863716,0.898538457077634,1,1,0
train,snli::3078844565.jpg#0r1c,snli,2,100,3,47,35,12,0.12,0.47,1.0309620752417594,0.9384221220496584,1,1,0
train,snli::3082934678.jpg#2r1n,snli,1,100,3,98,1,97,0.97,0.98,0.11190205689093088,0.10185764172235327,1,0,1
train,snli::3091962081.jpg#1r1n,snli,1,100,3,59,30,29,0.29,0.59,0.9152953995772495,0.8331377766462976,1,1,0
train,snli::3093747503.jpg#4r1c,snli,1,100,2,94,6,88,0.88,0.94,0.22696752250060448,0.20659474215035953,1,0,1
train,snli::3094568845.jpg#0r1c,snli,1,100,3,53,38,15,0.15,0.53,0.9208825191491805,0.8382233920445238,1,1,0
train,snli::3094568845.jpg#0r1e,snli,0,100,3,49,49,0,0.0,0.49,0.7773233502284783,0.7075502051509523,0,0,0
train,snli::3102363657.jpg#0r1n,snli,1,100,3,91,7,84,0.84,0.91,0.35021138101268695,0.3187761366089048,1,0,1
train,snli::310401525.jpg#3r1c,snli,1,100,3,72,27,45,0.45,0.72,0.6360946264753626,0.5789982808644211,1,0,0
train,snli::310401525.jpg#3r1e,snli,0,100,3,56,30,26,0.26,0.56,0.961145998531625,0.8748727903789056,1,1,0
train,snli::3104490502.jpg#1r1c,snli,2,100,3,82,15,67,0.67,0.82,0.552494504406029,0.5029021704061216,1,0,1
train,snli::3104490502.jpg#1r1e,snli,0,100,3,71,27,44,0.44,0.71,0.6749285758563897,0.6143464649158729,1,0,0
train,snli::3106022785.jpg#0r1c,snli,2,100,2,91,9,82,0.82,0.91,0.30253782309749805,0.27538179412163355,1,0,1
train,snli::310728631.jpg#0r1e,snli,0,100,3,55,38,17,0.17,0.55,0.8826404829803338,0.8034139906175572,1,1,0
train,snli::310728631.jpg#0r1n,snli,0,100,3,49,45,4,0.04,0.49,0.8776745513635571,0.7988938048632206,1,1,0
train,snli::311203232.jpg#0r1n,snli,1,100,3,86,11,75,0.75,0.86,0.4777046625422107,0.4348255225884562,1,0,1
train,snli::311403792.jpg#3r1n,snli,1,100,2,96,4,92,0.92,0.96,0.167944147734173,0.15286935115005693,1,0,1
train,snli::3120400490.jpg#1r1e,snli,0,100,3,84,15,69,0.69,0.84,0.4770765447943764,0.4342537851754369,1,0,1
train,snli::3120400490.jpg#1r1n,snli,1,100,3,77,22,55,0.55,0.77,0.5804106714219254,0.5283125606810567,1,0,0
train,snli::312788070.jpg#4r1e,snli,1,100,2,85,15,70,0.7,0.85,0.42270908780599087,0.384766393172661,1,0,1
train,snli::312788070.jpg#4r1n,snli,1,100,3,83,15,68,0.68,0.83,0.5174620077403846,0.47101421773437824,1,0,1
train,snli::3134387513.jpg#0r1c,snli,2,100,3,87,11,76,0.76,0.87,0.4421986991395839,0.4025066019202083,1,0,1
train,snli::3141293960.jpg#1r1e,snli,0,100,2,63,37,26,0.26,0.63,0.6589556806830628,0.5998073091663122,1,0,0
train,snli::3150659152.jpg#2r1c,snli,2,100,3,71,23,48,0.48,0.71,0.7499982354713698,0.6826778138269523,1,0,0
train,snli::3151492269.jpg#3r1n,snli,1,100,3,65,24,41,0.41,0.65,0.8653170612645995,0.7876455326324967,1,0,0
train,snli::3154886184.jpg#0r1n,snli,1,100,3,89,10,79,0.79,0.89,0.3800253076270823,0.34591394211310134,1,0,1
train,snli::3155601377.jpg#3r1c,snli,1,100,3,53,27,26,0.26,0.53,1.0118930632734997,0.9210647593431317,1,1,0
train,snli::3157622277.jpg#4r1n,snli,0,100,2,54,46,8,0.08,0.54,0.6899437584583995,0.628013873115187,1,0,0
train,snli::3158680604.jpg#4r1e,snli,1,100,3,94,5,89,0.89,0.94,0.2540011950325827,0.23120185132875057,1,0,1
train,snli::3160531982.jpg#0r1e,snli,1,100,2,50,50,0,0.0,0.5,0.6931471805599453,0.6309297535714574,0,0,0
train,snli::3160531982.jpg#0r1n,snli,1,100,3,83,10,73,0.73,0.83,0.5710602617836387,0.5198014510432585,1,0,0
train,snli::3165123595.jpg#0r1n,snli,0,100,2,55,45,10,0.1,0.55,0.6881388137135884,0.626370941606566,1,0,0
train,snli::3168293517.jpg#2r1n,snli,1,100,3,87,11,76,0.76,0.87,0.4421986991395839,0.4025066019202083,1,0,1
train,snli::3169213620.jpg#0r1n,snli,1,100,3,75,22,53,0.53,0.75,0.6540663924369857,0.5953568872144474,1,0,0
train,snli::3175923463.jpg#0r1n,snli,1,100,2,62,38,24,0.24,0.62,0.6640641265641081,0.60445721699434,1,0,0
train,snli::3177282493.jpg#2r1n,snli,1,100,3,48,48,0,0.0,0.48,0.8333654410717204,0.758561914578656,0,0,0
train,snli::3181322965.jpg#4r1c,snli,2,100,3,92,4,88,0.88,0.92,0.33422114621338295,0.3042211976516048,1,0,1
train,snli::3181701312.jpg#2r1n,snli,1,100,2,55,45,10,0.1,0.55,0.6881388137135884,0.626370941606566,1,0,0
train,snli::3186338070.jpg#2r1e,snli,0,100,2,99,1,98,0.98,0.99,0.056001534354847345,0.050974793321072506,1,0,1
train,snli::3186472721.jpg#1r1n,snli,1,100,2,90,10,80,0.8,0.9,0.3250829733914482,0.29590327428938457,1,0,1
train,snli::3189485991.jpg#3r1n,snli,1,100,2,67,33,34,0.34,0.67,0.6341786357122057,0.5772542709139409,1,0,0
train,snli::3190172940.jpg#2r1c,snli,2,100,3,77,22,55,0.55,0.77,0.5804106714219253,0.5283125606810566,1,0,0
train,snli::3192266178.jpg#0r1e,snli,1,100,3,64,33,31,0.31,0.64,0.7566791486939195,0.6887590431118069,1,0,0
train,snli::3192311620.jpg#4r1n,snli,0,100,3,59,27,32,0.32,0.59,0.9400791141164119,0.855696885801365,1,1,0
train,snli::3193511842.jpg#0r1c,snli,2,100,2,81,19,62,0.62,0.81,0.4862229646617922,0.4425792153219578,1,0,1
train,snli::3201594926.jpg#3r1n,snli,1,100,3,93,5,88,0.88,0.93,0.29551781812265937,0.26899191022241986,1,0,1
train,snli::3201637996.jpg#3r1c,snli,1,100,3,61,36,25,0.25,0.61,0.7745119423381286,0.7049911514071078,1,0,0
train,snli::320199844.jpg#0r1n,snli,1,100,3,78,17,61,0.61,0.78,0.644819137058948,0.5869396726307214,1,0,0
train,snli::3203707977.jpg#4r1c,snli,2,100,3,75,22,53,0.53,0.75,0.6540663924369857,0.5953568872144474,1,0,0
train,snli::3204500803.jpg#1r1c,snli,1,100,2,60,40,20,0.2,0.6,0.6730116670092565,0.6126016192893442,1,0,0
train,snli::3205008852.jpg#1r1n,snli,1,100,2,93,7,86,0.86,0.93,0.25363894692169137,0.23087211888844578,1,0,1
train,snli::3208032657.jpg#2r1n,snli,0,100,3,81,18,63,0.63,0.81,0.5253994542821062,0.4782391929359067,1,0,1
train,snli::3220009216.jpg#1r1c,snli,2,100,2,86,14,72,0.72,0.86,0.40496348506393853,0.3686136494567082,1,0,1
train,snli::3220650628.jpg#3r1e,snli,1,100,2,54,46,8,0.08,0.54,0.6899437584583995,0.628013873115187,1,0,0
train,snli::322103537.jpg#2r1n,snli,1,100,3,87,11,76,0.76,0.87,0.4421986991395839,0.4025066019202083,1,0,1
train,snli::3222142529.jpg#1r1c,snli,2,100,3,86,8,78,0.78,0.86,0.5005706197220046,0.45563901376787413,1,0,1
train,snli::3227620119.jpg#3r1n,snli,1,100,3,86,13,73,0.73,0.86,0.4409880947400749,0.4014046623078482,1,0,1
train,snli::3229604446.jpg#0r1e,snli,0,100,2,97,3,94,0.94,0.97,0.13474216817976675,0.12264760695797414,1,0,1
train,snli::3229604446.jpg#0r1n,snli,1,100,3,68,31,37,0.37,0.68,0.6713689130779434,0.6111063202213676,1,0,0
train,snli::3231675507.jpg#2r1e,snli,1,100,3,81,15,66,0.66,0.81,0.5840070660932888,0.5315861401853634,1,0,0
train,snli::3244632670.jpg#1r1c,snli,2,100,3,78,21,57,0.57,0.78,0.5675875892482909,0.5166404882803554,1,0,0
train,snli::3244632670.jpg#1r1e,snli,0,100,3,48,46,2,0.02,0.48,0.8783130902136367,0.7994750279722882,1,1,0
train,snli::3255539705.jpg#2r1n,snli,1,100,2,71,29,42,0.42,0.71,0.60215168259268,0.5481020818752099,1,0,0
train,snli::3257107194.jpg#2r1n,snli,1,100,2,73,27,46,0.46,0.73,0.583258840128597,0.5309050755619202,1,0,0
train,snli::3259228898.jpg#0r1c,snli,1,100,2,64,36,28,0.28,0.64,0.6534181947937018,0.5947668722929232,1,0,0
train,snli::3259228898.jpg#0r1e,snli,0,100,3,50,48,2,0.02,0.5,0.7771192544270318,0.7073644291464858,1,1,0
train,snli::3259992164.jpg#3r1n,snli,1,100,3,78,20,58,0.58,0.78,0.5939279028482127,0.5406164749606566,1,0,0
train,snli::3261666285.jpg#1r1e,snli,1,100,3,61,37,24,0.24,0.61,0.7476345575528095,0.6805263014663671,1,0,0
train,snli::3261712960.jpg#0r1c,snli,1,100,3,55,23,32,0.32,0.55,0.9999439247076984,0.9101881846961398,1,1,0
train,snli::3261712960.jpg#0r1e,snli,0,100,3,49,36,13,0.13,0.49,1.0019038919043532,0.9119722237214369,1,1,0
train,snli::3261712960.jpg#0r1n,snli,1,100,3,65,32,33,0.33,0.65,0.7498246029999716,0.6825197667404694,1,0,0
train,snli::3262301835.jpg#1r1c,snli,2,100,3,49,45,4,0.04,0.49,0.8776745513635571,0.7988938048632206,1,1,0
train,snli::3262301835.jpg#1r1e,snli,0,100,3,85,10,75,0.75,0.85,0.5181862130502128,0.4716734178155153,1,0,1
train,snli::3271178748.jpg#0r1n,snli,0,100,3,36,33,3,0.03,0.36,1.0967198394695579,0.9982774185050796,1,1,0
train,snli::3295671644.jpg#2r1n,snli,1,100,3,54,37,17,0.17,0.54,0.9173289612047604,0.8349888042094211,1,1,0
train,snli::3296584432.jpg#4r1c,snli,1,100,3,84,15,69,0.69,0.84,0.47707654479437644,0.43425378517543695,1,0,1
train,snli::329835313.jpg#0r1e,snli,0,100,3,94,4,90,0.9,0.94,0.2651583725982932,0.2413575520075012,1,0,1
train,snli::329835313.jpg#2r1c,snli,1,100,3,52,47,5,0.05,0.52,0.7409540795220215,0.674445468310125,1,0,0
train,snli::329835313.jpg#2r1n,snli,1,100,3,85,12,73,0.73,0.85,0.49776945133671907,0.4530892804232003,1,0,1
train,snli::3307667255.jpg#0r1n,snli,1,100,2,64,36,28,0.28,0.64,0.6534181947937018,0.5947668722929232,1,0,0
train,snli::3308612894.jpg#0r1n,snli,1,100,3,74,20,54,0.54,0.74,0.7135099941525243,0.6494647852679128,1,0,0
train,snli::3309230607.jpg#3r1c,snli,1,100,2,50,50,0,0.0,0.5,0.6931471805599453,0.6309297535714574,0,0,0
train,snli::331331911.jpg#0r1c,snli,2,100,3,79,20,59,0.59,0.79,0.5541599278283462,0.5044181041340579,1,0,0
train,snli::3321018071.jpg#1r1n,snli,1,100,3,61,37,24,0.24,0.61,0.7476345575528095,0.6805263014663671,1,0,0
train,snli::3325974730.jpg#0r1n,snli,1,100,2,99,1,98,0.98,0.99,0.056001534354847345,0.050974793321072506,1,0,1
train,snli::3327487011.jpg#0r1e,snli,1,100,3,73,24,49,0.49,0.73,0.6774435060062156,0.616635652990471,1,0,0
train,snli::333216446.jpg#4r1c,snli,2,100,2,62,38,24,0.24,0.62,0.6640641265641081,0.60445721699434,1,0,0
train,snli::3337809183.jpg#0r1e,snli,0,100,3,90,9,81,0.81,0.9,0.35759127073059305,0.32549360171832303,1,0,1
train,snli::3344632789.jpg#0r1e,snli,0,100,3,63,35,28,0.28,0.63,0.7367605432289321,0.6706283470778718,1,0,0
train,snli::3344632789.jpg#0r2n,snli,1,100,3,84,14,70,0.7,0.84,0.4999531052023729,0.45507692782909376,1,0,1
train,snli::3347666612.jpg#0r1n,snli,1,100,3,81,18,63,0.63,0.81,0.5253994542821062,0.4782391929359067,1,0,1
train,snli::3347666612.jpg#1r1n,snli,0,100,3,63,35,28,0.28,0.63,0.7367605432289321,0.6706283470778718,1,0,0
train,snli::3352871762.jpg#0r1c,snli,2,100,3,97,2,95,0.95,0.97,0.15383759322861115,0.140029011886545,1,0,1
train,snli::3354070828.jpg#0r1c,snli,2,100,3,90,9,81,0.81,0.9,0.35759127073059305,0.32549360171832303,1,0,1
train,snli::3360582670.jpg#3r1c,snli,2,100,3,55,44,11,0.11,0.55,0.7360934951861975,0.67002117378333,1,0,0
train,snli::3366377833.jpg#1r1e,snli,1,100,3,53,46,7,0.07,0.53,0.7397404294204831,0.6733407563803051,1,0,0
train,snli::3366424545.jpg#2r1n,snli,0,100,3,84,11,73,0.73,0.84,0.5390436993301821,0.49065871999637445,1,0,1
train,snli::3371919733.jpg#0r1n,snli,1,100,2,61,39,22,0.22,0.61,0.6687480868518094,0.6087207413841681,1,0,0
train,snli::3372214646.jpg#1r1e,snli,1,100,3,52,38,14,0.14,0.52,0.9379822023303179,0.8537881944388862,1,1,0
train,snli::3373615534.jpg#2r1e,snli,1,100,3,63,36,27,0.27,0.63,0.7049284905172262,0.6416535640356238,1,0,0
train,snli::3375549004.jpg#4r1n,snli,1,100,3,83,15,68,0.68,0.83,0.5174620077403846,0.47101421773437824,1,0,1
train,snli::3376435746.jpg#4r1e,snli,1,100,3,82,17,65,0.65,0.82,0.5100141347418471,0.4642348715761745,1,0,1
train,snli::3377383984.jpg#0r1c,snli,2,100,3,80,15,65,0.65,0.8,0.6128694524619496,0.5578578164321782,1,0,0
train,snli::3377383984.jpg#0r1n,snli,0,100,3,82,16,66,0.66,0.82,0.53418326406184,0.48623456115664887,1,0,1
train,snli::3381038951.jpg#0r1c,snli,2,100,3,77,22,55,0.55,0.77,0.5804106714219253,0.5283125606810566,1,0,0
train,snli::3381038951.jpg#0r1e,snli,1,100,3,89,9,80,0.8,0.89,0.39867066135502827,0.3628856744706107,1,0,1
train,snli::3394192149.jpg#4r1n,snli,1,100,3,86,13,73,0.73,0.86,0.44098809474007494,0.40140466230784827,1,0,1
train,snli::3402502423.jpg#3r1e,snli,0,100,2,55,45,10,0.1,0.55,0.6881388137135884,0.626370941606566,1,0,0
train,snli::3404784408.jpg#0r1e,snli,0,100,3,55,44,11,0.11,0.55,0.7360934951861975,0.67002117378333,1,0,0
train,snli::3406802138.jpg#4r2n,snli,2,100,2,73,27,46,0.46,0.73,0.583258840128597,0.5309050755619202,1,0,0
train,snli::3411579899.jpg#1r1c,snli,2,100,2,97,3,94,0.94,0.97,0.13474216817976675,0.12264760695797414,1,0,1
train,snli::3411579899.jpg#1r1n,snli,0,100,3,60,38,22,0.22,0.6,0.7524177643476055,0.6848801639200583,1,0,0
train,snli::3411712848.jpg#0r1e,snli,0,100,3,79,19,60,0.6,0.79,0.5800000328863217,0.5279387813779857,1,0,0
train,snli::3413019648.jpg#0r1e,snli,0,100,3,92,7,85,0.85,0.92,0.3089109846691023,0.28118289578173844,1,0,1
train,snli::3413019648.jpg#0r1n,snli,1,100,3,80,12,68,0.68,0.8,0.6350047569400391,0.578006238861464,1,0,0
train,snli::3420651743.jpg#3r1e,snli,1,100,2,77,23,54,0.54,0.77,0.5392763414970504,0.4908704800224254,1,0,0
train,snli::3421131122.jpg#1r1c,snli,2,100,3,89,8,81,0.81,0.89,0.41097012493205676,0.3740811286848901,1,0,1
train,snli::3423379643.jpg#0r1n,snli,1,100,3,89,10,79,0.79,0.89,0.3800253076270823,0.34591394211310134,1,0,1
train,snli::3424908564.jpg#1r1e,snli,0,100,3,79,19,60,0.6,0.79,0.5800000328863217,0.5279387813779857,1,0,0
train,snli::342872408.jpg#0r1n,snli,0,100,3,97,2,95,0.95,0.97,0.15383759322861115,0.140029011886545,1,0,1
train,snli::3431671749.jpg#2r1n,snli,1,100,3,78,20,58,0.58,0.78,0.5939279028482127,0.5406164749606566,1,0,0
train,snli::3433062788.jpg#0r1c,snli,2,100,3,54,45,9,0.09,0.54,0.7381206804467393,0.6718663973271148,1,0,0
train,snli::3433062788.jpg#0r1n,snli,1,100,3,89,6,83,0.83,0.89,0.42230635315109855,0.384399808291856,1,0,1
train,snli::344536009.jpg#2r1c,snli,2,100,2,94,6,88,0.88,0.94,0.22696752250060448,0.20659474215035953,1,0,1
train,snli::344536009.jpg#2r1e,snli,0,100,3,89,7,82,0.82,0.89,0.41861833204781934,0.38104282681502366,1,0,1
train,snli::3447155358.jpg#3r1n,snli,1,100,3,59,40,19,0.19,0.59,0.7238713124381424,0.6588960636110485,1,0,0
train,snli::345284642.jpg#1r1c,snli,2,100,3,77,22,55,0.55,0.77,0.5804106714219253,0.5283125606810566,1,0,0
train,snli::3457455611.jpg#3r1n,snli,1,100,3,85,13,72,0.72,0.85,0.4816102578901237,0.43838054867745785,1,0,1
train,snli::3458625738.jpg#2r1e,snli,0,100,2,83,17,66,0.66,0.83,0.4558862130273584,0.4149655139758603,1,0,1
train,snli::3461106572.jpg#1r1c,snli,1,100,2,86,14,72,0.72,0.86,0.40496348506393853,0.3686136494567082,1,0,1
train,snli::3467843559.jpg#0r1c,snli,1,100,3,87,12,75,0.75,0.87,0.4216413247840435,0.3837944733853429,1,0,1
train,snli::3473411697.jpg#1r1n,snli,1,100,3,63,36,27,0.27,0.63,0.7049284905172262,0.6416535640356238,1,0,0
train,snli::3473742715.jpg#2r1e,snli,0,100,2,95,5,90,0.9,0.95,0.1985152433458726,0.18069636157678548,1,0,1
train,snli::3474176841.jpg#3r1e,snli,0,100,2,83,17,66,0.66,0.83,0.4558862130273584,0.4149655139758603,1,0,1
train,snli::3477681171.jpg#4r1n,snli,0,100,3,70,29,41,0.41,0.7,0.6547077258574627,0.5959406540511123,1,0,0
train,snli::3478471864.jpg#0r1n,snli,0,100,3,70,22,48,0.48,0.7,0.7848388534803238,0.7143911110186236,1,0,0
train,snli::3486768631.jpg#0r1n,snli,1,100,3,92,4,88,0.88,0.92,0.33422114621338295,0.3042211976516048,1,0,1
train,snli::3487378989.jpg#2r1e,snli,0,100,2,73,27,46,0.46,0.73,0.583258840128597,0.5309050755619202,1,0,0
train,snli::3487583433.jpg#0r1c,snli,2,100,3,61,38,23,0.23,0.61,0.7152543881463449,0.6510526011077807,1,0,0
train,snli::3489084190.jpg#2r1e,snli,0,100,3,53,46,7,0.07,0.53,0.7397404294204831,0.6733407563803051,1,0,0
train,snli::3493255026.jpg#3r1e,snli,1,100,3,67,32,35,0.35,0.67,0.6789906421002316,0.6180439169521745,1,0,0
train,snli::3497224764.jpg#2r1e,snli,1,100,2,85,15,70,0.7,0.85,0.42270908780599087,0.384766393172661,1,0,1
train,snli::3504662140.jpg#0r1c,snli,2,100,2,98,2,96,0.96,0.98,0.098039113279732,0.08923904665092415,1,0,1
train,snli::3508522093.jpg#0r1e,snli,1,100,2,63,37,26,0.26,0.63,0.6589556806830628,0.5998073091663122,1,0,0
train,snli::3512033659.jpg#0r1e,snli,0,100,3,95,4,91,0.91,0.95,0.22353536452278197,0.20347065732696523,1,0,1
train,snli::3514188115.jpg#4r1c,snli,1,100,2,60,40,20,0.2,0.6,0.6730116670092565,0.6126016192893442,1,0,0
train,snli::3515378674.jpg#2r1c,snli,2,100,2,67,33,34,0.34,0.67,0.6341786357122057,0.5772542709139409,1,0,0
train,snli::3516521516.jpg#2r1n,snli,1,100,3,72,20,52,0.52,0.72,0.7604688022513466,0.692208534435103,1,0,0
train,snli::3523972229.jpg#0r1e,snli,1,100,2,78,22,56,0.56,0.78,0.5269079614313803,0.47961229531682303,1,0,0
train,snli::3532598048.jpg#4r1e,snli,0,100,3,92,7,85,0.85,0.92,0.3089109846691023,0.28118289578173844,1,0,1
train,snli::3533451027.jpg#2r1e,snli,0,100,3,89,6,83,0.83,0.89,0.42230635315109855,0.384399808291856,1,0,1
train,snli::3533660418.jpg#4r1n,snli,1,100,2,93,7,86,0.86,0.93,0.25363894692169137,0.23087211888844578,1,0,1
train,snli::3538337538.jpg#1r1e,snli,0,100,2,98,2,96,0.96,0.98,0.098039113279732,0.08923904665092415,1,0,1
train,snli::3538719941.jpg#1r1c,snli,2,100,3,65,28,37,0.37,0.65,0.8225874872729981,0.7487513982482872,1,0,0
train,snli::3541474181.jpg#4r1n,snli,2,100,3,63,33,30,0.3,0.63,0.7856960386326917,0.715171354568791,1,0,0
train,snli::35437191.jpg#1r1n,snli,0,100,3,69,23,46,0.46,0.69,0.7961177048178912,0.7246575639373701,1,0,0
train,snli::354999632.jpg#1r1n,snli,1,100,3,53,29,24,0.24,0.53,1.0041327646880795,0.9140010311603456,1,1,0
train,snli::35505698.jpg#0r1e,snli,0,100,3,83,15,68,0.68,0.83,0.5174620077403846,0.47101421773437824,1,0,1
train,snli::3552435734.jpg#0r1e,snli,0,100,3,44,42,2,0.02,0.44,1.0008374812389056,0.9110015349020533,1,1,0
train,snli::3552435734.jpg#0r1n,snli,1,100,3,57,37,20,0.2,0.57,0.8570857674903514,0.7801530861532867,1,1,0
train,snli::3552552910.jpg#0r1c,snli,2,100,3,57,41,16,0.16,0.57,0.7642034723624327,0.6956079776687244,1,0,0
train,snli::3560513546.jpg#4r1n,snli,1,100,3,86,13,73,0.73,0.86,0.4409880947400749,0.4014046623078482,1,0,1
train,snli::3562001359.jpg#1r1c,snli,2,100,3,83,16,67,0.67,0.83,0.49391828595855014,0.44958379862776376,1,0,1
train,snli::3564148252.jpg#4r1n,snli,1,100,2,87,13,74,0.74,0.87,0.3863867062886037,0.3517043367110296,1,0,1
